event,cid,mid,pid,time,date,content,verify,trigger
charliehebdo,553474514496278528,553652426474287105,553616595273388032,1420835999.0,2015-01-09 20:39:59,@earth_orbit Yes it would you could have saved the life of 7 more victim's and 4 wounded. Violence is so taken like normal than it Scares me,1,0
charliehebdo,553474514496278528,553654772411428864,553616595273388032,1420836558.0,2015-01-09 20:49:18,@earth_orbit This matter look like a Hollywood movie scene few seconds of shooting and it was all over. http://t.co/DnYakNsAqT,1,0
charliehebdo,553474514496278528,553657063906500609,553616595273388032,1420837105.0,2015-01-09 20:58:25,@earth_orbit Why is it more and more accepted for authority to take action and kill civilians. In a democratic country you get a fair trial.,1,0
charliehebdo,553474514496278528,553695440437534721,553657063906500609,1420846254.0,2015-01-09 23:30:54,@Irenekenny4 You sound like a terrorist or a supporter of terrorism. Conversation reported and over.,1,2
charliehebdo,553474514496278528,553483343900442625,553474514496278528,1420795687.0,2015-01-09 09:28:07,@BBCBreaking Je suis Charlie,1,0
charliehebdo,553474514496278528,553601791980756992,553483343900442625,1420823927.0,2015-01-09 17:18:47,@DebraPSharkey @BBCBreaking je ne savais pas qu'il y avait une française à la BBC.Mais le reste de vos collegues pas fort fort la cabboche.,1,0
charliehebdo,553491540535156736,553491540535156736,None,1420797641.0,2015-01-09 10:00:41,"#CharlieHebdo latest:
- 2 gunmen believed holed up in building
- reports of 1 hostage 
- Shots fired in car chase http://t.co/Xl5uwqHQta",0,1
charliehebdo,553491540535156736,553491751667650560,553491540535156736,1420797691.0,2015-01-09 10:01:31,@BBCBreaking omg :(,0,0
charliehebdo,553491540535156736,553492242749718531,553491540535156736,1420797808.0,2015-01-09 10:03:28,@BBCBreaking Two-hour old news. Breaking? Really? #CharlieHebdo #JeSuisCharlie,0,2
charliehebdo,553491540535156736,553492245773840384,553491540535156736,1420797809.0,2015-01-09 10:03:29,@BBCBreaking,0,0
charliehebdo,553491540535156736,553492760313860096,553491540535156736,1420797932.0,2015-01-09 10:05:32,"@BBCBreaking French Cartoonist guned down by French Country Men in Hebdo Office, Nothing To Do With Faith #CharlieHebdo #JeSuisCharlie",0,1
charliehebdo,553491540535156736,553492833303158784,553491540535156736,1420797949.0,2015-01-09 10:05:49,"Intense “@BBCBreaking: #CharlieHebdo latest:
- 2 gunmen believed holed up in building
- reports of 1 hostage 
 http://t.co/uCxs3Cf6lA”",0,0
charliehebdo,553491540535156736,553493053416407041,553491540535156736,1420798001.0,2015-01-09 10:06:41,@BBCBreaking the worlds gone mad! So sad! 😢,0,0
charliehebdo,553491540535156736,553494056647401472,553493053416407041,1420798241.0,2015-01-09 10:10:41,"@suzanneeroglu @BBCBreaking Any one using religion, to carry out acts of terror, should be burned alive !",0,0
charliehebdo,553491540535156736,553493185427931137,553491540535156736,1420798033.0,2015-01-09 10:07:13,"@BBCBreaking interesting though this news is, can we have updates on Scottish Storm and car carrier in solent. this French news can wait.",0,0
charliehebdo,553491540535156736,553493191337721856,553491540535156736,1420798034.0,2015-01-09 10:07:14,@BBCBreaking 1 female hostage,0,0
charliehebdo,553491540535156736,553493250385129472,553491540535156736,1420798048.0,2015-01-09 10:07:28,@BBCBreaking Conflicting reports on hostage/s from various media organisations.,0,2
charliehebdo,553491540535156736,553493471974023169,553491540535156736,1420798101.0,2015-01-09 10:08:21,"@BBCBreaking EU &amp; USA must unite, for a resolute fight against islamic terror.",0,1
charliehebdo,553491540535156736,553493553889153024,553491540535156736,1420798121.0,2015-01-09 10:08:41,"@BBCBreaking #CharlieHebdo so why are the little rats running? If they believe what they did was ""right""! 'Cause they plain ol terrorists!",0,0
charliehebdo,553491540535156736,553493602283057152,553491540535156736,1420798132.0,2015-01-09 10:08:52,@BBCBreaking Do BBC news still include weather forecasts. seen precious little so far. Give us all the news please BBC. REPETITIOUS BBC,0,0
charliehebdo,553491540535156736,553493616010985472,553491540535156736,1420798136.0,2015-01-09 10:08:56,@BBCBreaking let's hope they don't kill the gunmen! That probably what they want.,0,0
charliehebdo,553491540535156736,553494225346899968,553491540535156736,1420798281.0,2015-01-09 10:11:21,@BBCBreaking @bbc5live,0,0
charliehebdo,553491540535156736,553494237657194496,553491540535156736,1420798284.0,2015-01-09 10:11:24,"@BBCBreaking @bbc5live   Live Report...In English
`Or just listen to BBC5Live (Peter Allen) on DAB Radio.",0,0
charliehebdo,553491540535156736,553495439262355457,553494237657194496,1420798570.0,2015-01-09 10:16:10,"@BBCBreaking @bbc5live  I have to go.
I hope there will be No Police or Hostages Killed

p.s. London Blue Skies &amp; Sunshine :-))",0,0
charliehebdo,553491540535156736,553495006049099776,553491540535156736,1420798467.0,2015-01-09 10:14:27,"“@BBCBreaking: #CharlieHebdo latest:
- 2 gunmen believed holed up in building
- reports of 1 hostage 
- Shots fired in car chase",0,0
charliehebdo,553491540535156736,553495891877715968,553491540535156736,1420798678.0,2015-01-09 10:17:58,"Shit got serious “@BBCBreaking: #CharlieHebdo:
- 2 gunmen believed holed up in building
- reports of 1 hostage 
- Shots fired in car chase""",0,0
sydneysiege,544284823041212416,544284823041212416,None,1418602588.0,2014-12-15 00:16:28,#sydneysiege: No confirmation airspace has been shut down yet in Sydney but planes are avoiding the area. http://t.co/7NdqPYhwcY,0,1
sydneysiege,544284823041212416,544284983460773889,544284823041212416,1418602627.0,2014-12-15 00:17:07,@abcnews Police must be terrified of an all-mighty bang or helis being brought down...,0,0
sydneysiege,544284823041212416,544285644332081152,544284823041212416,1418602784.0,2014-12-15 00:19:44,@abcnews @Asher_Wolf ffs do planes normally fly over the sydney CBD,0,2
sydneysiege,544284823041212416,544288685294751744,544284823041212416,1418603509.0,2014-12-15 00:31:49,"@abcnews  Commentator deducts choice of Lindt a botched choice. I'm thinking perfectly positioned opposite news outlet!! News !,",0,0
sydneysiege,544284823041212416,544290081398603776,544284823041212416,1418603842.0,2014-12-15 00:37:22,@abcnews: #sydneysiege: No confirmation airspace has been shut down yet in Sydney but planes are avoiding the area. @R2GFifa,0,0
sydneysiege,544284823041212416,544290196414402561,544290081398603776,1418603869.0,2014-12-15 00:37:49,@AlexBullions @abcnews yep that's right,0,0
sydneysiege,544284823041212416,544316075454652416,544284823041212416,1418610039.0,2014-12-15 02:20:39,"I expect histrionic falsehoods from your commercial cousins, @abcnews, facts from you.",0,2
ottawashooting,524942548066791424,524942548066791424,None,1413991031.0,2014-10-22 15:17:11,"IN PICTURES: Shots fired on Parliament Hill, soldier shot at National War Memorial   http://t.co/wdKEiy9P8e http://t.co/uQ4yY2Nw9c",1,1
ottawashooting,524942548066791424,524944432408567809,524942548066791424,1413991480.0,2014-10-22 15:24:40,@ctvottawa Praying for victim(s) in #Ottawa Parliament Hill shootings in Canada.,1,0
ottawashooting,524942548066791424,524944717998342145,524942548066791424,1413991548.0,2014-10-22 15:25:48,@ctvottawa My app is mapping tweets from Ottawa shotting area http://t.co/VlcPC99uBJ,1,0
ottawashooting,524942548066791424,524954873658626048,524942548066791424,1413993969.0,2014-10-22 16:06:09,@ctvottawa please spread the word to not display or tell police positions and police doings.  #KeepATightLidMedia thank you.,1,0
ottawashooting,524942548066791424,524969335434260480,524942548066791424,1413997417.0,2014-10-22 17:03:37,"“@ctvottawa: Shots fired on Parliament Hill, soldier shot at National War Memorial   http://t.co/tvJe5PQyHZ http://t.co/DX8jlCGnWC”",1,0
germanwings,580320684305416192,580320684305416192,None,1427194207.0,2015-03-24 10:50:07,"Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525 http://t.co/TIZc1N1ZrK",2,1
germanwings,580320684305416192,580321148728164353,580320684305416192,1427194318.0,2015-03-24 10:51:58,"RT @NYCAviation: Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525",2,0
